autor,calificacion,contenido,hotel,titulo
Pfohlcochise,50,"A friend invited several of us to be his guest for dinner here at a restaurant I had never been to in NYC in the 41 years I've lived here.  It is a charming Fre,...",Le Relais de Venise L'Entrecôte Midtown East,What a wonderful dining experience--a charming French bistro on the east side of Manhattan
Pfohlcochise,50,"I went with a friend tonight to have dinner here.  He ordered eggplant parmigiana as an appetizer, and it was yummy.  I had a Caesar salad and the Fettucine all,...",Bocca di Bacco - Hell's Kitchen,I had never been to this lovely Italian restaurant in the 41 years I've lived in NYC!
Pfohlcochise,50,"Wowie zowie on the ice cream meter.  This ice cream was the most delicious I've ever had anywhere in the United States.  It is SO creamy, dense and delicious.  ,...",Leopold's Ice Cream,"Wow!  There is ALWAYS a line here, but once you've tasted their ice cream, you understand why."
Pfohlcochise,50,"It's a burger restaurant, but the food was quite tasty.  The staff was personable, the food was inexpensive, and we liked it enough to go back twice in six days,...",B&D Burgers,"We ate here twice.  It was a half block away from our hotel, and the hamburgers were delicious"
Pfohlcochise,50,"On our next to last day in Savannah, we took the Georgia Queen Riverboat cruise, and it was delightful.  We opted to eat lunch on the cruise (which was extra:  ,...",90-Minute Savannah Riverboat Sightseeing Cruise,What a charming and delightful surprise this Riverboat cruise was!
Pfohlcochise,50,"Seeing this church and taking this tour was one of my favorite parts of my entire Savannah vacation.  We had a seasoned veteran--a 37-year member of the church ,...",First African Baptist Church,Absolutely wonderful tour of this amazing church--one of the highlights of my Savannah trip
john u,50,"I had a meeting with my team members.   We decided to go here for lunch.  It did not disappoint.   7 out of 10 of us got burgers. They are absolutely phenomenal,...",Jackson Hole,Nice Place
john u,50,"I stayed here for a meeting for 2 nights.  The room was clean and fresh.  Extremely friendly and helpful staff.   Everything you need is under one roof.  I had ,...",Hard Rock Hotel & Casino Atlantic City,Beautiful Hotel
john u,50,"I stayed here for the weekend to sightsee, and go to a Yankees game.  It is a very clean, friendly, and centrally located hotel.  The staff was very friendly, a,...",Hilton Garden Inn New York/Midtown Park Ave,Great Place to stay.
john u,40,"I would give 5 stars, but the wifi is locked.  Pretty stupid. The ferry is great.   It's a perfect alternative to driving.   Less stress, and aggravation. When,...",Cape May-Lewes Ferry,Cape May Ferry Trip
john u,30,"Not bad casino.  I was there on a Saturday evening.   Weird thing about it is the wifi is locked down.  Lowered my rating, because of it.  You shouldn't have to,...",Ocean Casino Resort,Locked down Wifi
john u,30,"Nothing to write home about. Very busy on a Saturday night.   For $11+ the burger was small.  The tomato slice, onion, and pockles were thicker than the patty. ,...",Wahlburgers,Sub Par Burger Joint
john u,50,"I ordered take out for 2 on Sunday 3-29-20 since we are under the stay home order due to the Corona virus.  It was excellent.  Just as good as sitting, and enjo,...",A Modo Mio,Take out during the virus
john u,50,"I was here on business.  The hotel is very nice, and clean.  I also went to the Managers evening social.  A nice variety of food for taco night.  Breakfast was ,...",Homewood Suites by Hilton East Rutherford-Meadowlands,Nice hotel
john u,20,"I ordered a beer.  They had the wrong beer hooked up to the tap.  I still drank it, because it was cold.  Got my second beer no problem.   Ordered wings.  Came ,...",Buffalo Wild Wings Bar & Grill,One of those visits 
john u,50,"I stayed here for a long weekend.  A lovely hotel and friendly staff.  It is in a great location for walking or public transportation.  The views from the room ,...",Hilton Garden Inn Chicago Downtown South Loop,Great Hotel
john u,50,"I was in Chicago for a long weekend .  Found this place walking around.   I'm glad I stopped.  The bartenders were friendly and informative when I asked about t,...",Bulldog Ale House,Nice place
john u,20,"I was in town visiting friends.  I stopped here myself my first night. It was a little busy, and I sat at the bar.  Took about 5 minutes to get a beer.  The bar,...",The Scout,Disappointed 
john u,50,"I'm from Philadelphia.   This was my first deep dish experience.   I was pleasantly surprised.   I really like this place from the wait staff to the pizza.  The,...",Lou Malnati’s Pizzeria,Nice
john u,50,"I've been here quite a few times.  Each time it never disappoints.   I had flounder. Others had various pasta dishes.  Everyone was extremely happy with their m,...",A Modo Mio,Worth the trip
john u,40,"I live in Philly,  and go to one game a year with my Bro's.   We always have a great time.  The food is average ballpark food, nothing special.   The tap beer i,...",Yankee Stadium,Yearly visit
john u,50,"Our Sales Team had a business meeting here.  There were seven of us.  They were very accommodating.  We had our meeting at one of the large tables.  Adter we fi,...",Bar Louie - Brunswick Square,Impromptu Business Meeting 
john u,50,"This is the second time I stayed at this hotel in the last couple of months for business meetings.   It is very well maintained, and clean.  The staff is very f,...",Hampton Inn North Brunswick/New Brunswick,Nice Hotel
john u,50,"I love this place.  A little disorganized inside as far as the line goes.  One waited on, it was very quick.  I think they make their own ice cream.   I have be,...",Sundae Best Homemade Ice Cream,Great ice cream
john u,50,"I've stayed at this hotel many times while in Baltimore.   It is an extremely nice hotel in a great location.  It's across the street from Camden Yards, and a s,...",Hilton Baltimore Inner Harbor,Great hotel 
john u,50,"I went here with two friends when I had some time to kill during a meeting.   What a great decision. Even if you're not a baseball fan, you should go.  A great ,...",Babe Ruth Birthplace and Museum,Great Place
Bukky7,30,"Currently staying at this hotel with husband and 2kids. Good points:Hotel staff are really nice, good location, lots of restaurants close by. The hotel breakfa,...",Hilton Garden Inn New York/Midtown Park Ave,Room 1205
Bukky7,30,"Just returned from  this hotel, stayed in room 527. The room was a good size and had microwave, fridge, electric hob, and it’s a good location on the beach. Che,...",Ocean Sky Hotel & Resort,Room 527
Bukky7,30,"This hotel is in a great location. The staff numbers are too low for the size of the hotel. The common areas are not cleaned regularly and the carpets in common,...",Novotel Edinburgh Centre,"Good location, not very clean"
Bukky7,30,"Good point- spacious room for 2 adults and 2 children. Good salad and fish in restaurant. Kids liked the ice cream too. Kids pool small but kids enjoyed it. Nic,...",Seaside Sandy Beach,Room 401. Family room
Bukky7,10,"We stayed here 8th to 14th of April 2018. Room C140. My watch was missing from day 2 of our arrival but I thought at first that I must have it in one of the sui,...",Princesa Yaiza Hotel Resort,Thieves and customer relations do not care
Bukky7,30,"Good points Hotel was very well maintained and looks beautiful inside and out. Points to noteEvening meals are not that great in the main restaurant. Dessert,...",Waldorf Astoria Ras Al Khaimah,Very luxurious hotel but a few issues.
Bukky7,40,"Just returned from the baobab today. Stayed in room 2017 overlooking lazy river pool. The positives: hotel looks good,well maintained gardens and public areas.,...",Lopesan Baobab Resort,Very good but minor details let it down
Bukky7,50,"I stayed at the hotel with 2 other adults and an infant. We were welcolmed nicely by the staff. Special thanks to Amit who checked us in and because he didnt ha,...",Le Royal Meridien Beach Resort & Spa,"great hotel, deserves its rating here"
phillipaguillon,40,"Great location. Nice clean property/room. Friendly helpful staff. Location made it easy to access all you want to see. For NYC standards the room was decent siz,...",Hilton Garden Inn New York/Midtown Park Ave,"Great location, clean, decent room size. Good value."
trvlr88,10,"We stayed at many HIGs in NYC and elsewhere - this is definitely the WORST.Asked for a quiet room - got one facing 33rd street with loud bar music blasting.F,...",Hilton Garden Inn New York/Midtown Park Ave,AVOID THIS HOTEL
trvlr88,10,"Our driver showed up an hour late!!  Other drivers from this same company met their customers on time.   Apparently those trips were all booked directly with th,...",Prague Airport Private Arrival Transfer,Book directly with the company!!
trvlr88,50,"If you are in Kassel when the water runs, make plans to visit!!It is a very nice experience.There are a lot of people (especially with nice weather),but one,...",Wasserkuenste,excellent!
trvlr88,30,"The hotel has a good location, but is very dated.  The rooms need updating.Breakfast is disappointing -  items quickly run out and the staff member is VERY slo,...",Hessenland Hotel,Dated; poor breakfast
trvlr88,30,"The hotel location is good and our room (on the back) was quiet and clean.However, the internet service leaves a lot to be desired.  We paid extra for the""ult,...",Premier Inn Glasgow City Centre (George Square) hotel,should be better
trvlr88,10,"poolside room VERY noisy - pool open until 11pmand no one enforces complaints about rowdy people in the poolAsked for a high level room, got low level.Asked,...",Courtyard Las Vegas Convention Center,NOISY - AND INDIFFERENT STAFF
